unique_id	genome_name	kegg_module	module_name	module_class	module_category	module_subcategory	module_definition	module_completeness	module_is_complete	kofam_hits_in_module	gene_caller_ids_in_module	warnings
85	WATER_Bin_00013	M00036	Leucine degradation, leucine => acetoacetate + acetyl-CoA	Pathway modules	Amino acid metabolism	Branched-chain amino acid metabolism	K00826 ((K00166+K00167,K11381)+K09699+K00382) (K00253,K00249) (K01968+K01969) (K05607,K13766) K01640	0.555555556	FALSE	K01640,K00826,K00249,K00382	27020;13576;12405;57640;34619;24413;30361;57641	None
86	WATER_Bin_00013	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	(K00928,K12524,K12525,K12526) K00133 K01714 K00215 K00674 (K00821,K14267) K01439 K01778 (K01586,K12526)	0.555555556	FALSE	K01714,K00215,K00821,K01778,K01586	6713;12927;7610;22131;5718;24647;43964;57296;5719;24646	None
87	WATER_Bin_00013	M00525	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	K00928 K00133 K01714 K00215 K05822 K00841 K05823 K01778 K01586	0.444444444	FALSE	K01714,K00215,K01778,K01586	6713;12927;22131;5718;24647;43964;57296;5719;24646	None
88	WATER_Bin_00013	M00526	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	(K00928,K12524,K12525,K12526) K00133 K01714 K00215 K03340 (K01586,K12526)	0.5	FALSE	K01714,K00215,K01586	6713;12927;43964;5719;24646	None
89	WATER_Bin_00013	M00527	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	(K00928,K12524,K12525,K12526) K00133 K01714 K00215 K10206 K01778 (K01586,K12526)	0.571428571	FALSE	K01714,K00215,K01778,K01586	6713;12927;22131;5718;24647;43964;57296;5719;24646	None
90	WATER_Bin_00013	M00030	Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	K01655 K17450 K01705 K05824 K00838 K00143 (K00293,K24034) K00290	0.125	FALSE	K00290	42665	None
91	WATER_Bin_00013	M00032	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA	Pathway modules	Amino acid metabolism	Lysine metabolism	K14157 K14085 K00825 (K15791+K00658+K00382) K00252 (K07514,(K07515,K07511) K00022)	0.111111111	FALSE	K00382,K00658	24413;60544	None
92	WATER_Bin_00013	M00028	Ornithine biosynthesis, glutamate => ornithine	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	(K00618,K00619,K14681,K14682,K00620,K22477,K22478) ((K00930,K22478) K00145,K12659) (K00818,K00821) (K01438,K14677,K00620)	1	TRUE	K00145,K00821,K00930,K01438,K00620,K14682	29181;7610;17671;62965;47073;57892;50699;33591;12974	None
93	WATER_Bin_00013	M00844	Arginine biosynthesis, ornithine => arginine	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	K00611 K01940 (K01755,K14681)	1	TRUE	K01940,K00611,K01755	7613;7609;5973;55259;60337	None
94	WATER_Bin_00013	M00845	Arginine biosynthesis, glutamate => acetylcitrulline => arginine	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	K22478 K00145 K00821 K09065 K01438 K01940 K01755	0.714285714	FALSE	K01940,K00145,K00821,K01755,K01438	7613;29181;7610;5973;62965;47073;55259;60337;12974	None
95	WATER_Bin_00013	M00029	Urea cycle	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	K01948 K00611 K01940 (K01755,K14681) K01476	0.6	FALSE	K01940,K00611,K01755	7613;7609;5973;55259;60337	None
96	WATER_Bin_00013	M00015	Proline biosynthesis, glutamate => proline	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	((K00931 K00147),K12657) K00286	1	TRUE	K00286,K00931,K00147	6865;8429;58636;39884;4343;5379	None
97	WATER_Bin_00013	M00133	Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine	Pathway modules	Amino acid metabolism	Polyamine biosynthesis	(K01583,K01584,K01585,K02626) K01480 K01611 K00797	0.5	FALSE	K01480,K01584	29880;47591	None
98	WATER_Bin_00013	M00136	GABA biosynthesis, prokaryotes, putrescine => GABA	Pathway modules	Amino acid metabolism	Polyamine biosynthesis	K09470 K09471 K09472 K09473	0.25	FALSE	K09472	43965;56904	None
99	WATER_Bin_00013	M00026	Histidine biosynthesis, PRPP => histidine	Pathway modules	Amino acid metabolism	Histidine metabolism	(K00765-K02502) (K01523 K01496,K11755,K14152) (K01814,K24017) (K02501+K02500,K01663) ((K01693 K00817 (K04486,K05602,K18649)),(K01089 K00817)) (K00013,K14152)	0.625	FALSE	K00817,K01814,K02500,K02501,K01523,K00765,K02502	23696;9942;21564;21563;23068;21565;23066;27042;30290	None
100	WATER_Bin_00013	M00022	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	(K01626,K03856,K13853) (((K01735,K13829) ((K03785,K03786) K00014,K13832)),K13830) ((K00891,K13829) (K00800,K24018),K13830) K01736	1	TRUE	K01736,K01735,K01626,K00891,K00014,K03786,K00800	26786;28805;31373;11042;1103;42914;56495;44379;1102;9780;12009;46037	None
101	WATER_Bin_00013	M00023	Tryptophan biosynthesis, chorismate => tryptophan	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	(((K01657+K01658,K13503,K13501,K01656) K00766),K13497) (((K01817,K24017) (K01656,K01609)),K13498,K13501) (K01695+(K01696,K06001),K01694)	0.9	TRUE	K01658,K01817,K00766,K01695,K01696,K01609	11095;20586;42813;38608;59168;42812;45664;35042;41179;41180;38607;64445	None
102	WATER_Bin_00013	M00024	Phenylalanine biosynthesis, chorismate => phenylpyruvate => phenylalanine	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	((K01850,K04092,K14187,K04093,K04516,K06208,K06209) (K01713,K04518,K05359),K14170) (K00832,K00838)	0.333333333	FALSE	K04518	27166	None
103	WATER_Bin_00013	M00025	Tyrosine biosynthesis, chorismate => HPP => tyrosine	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	(((K01850,K04092,K14170,K04093,K04516,K06208,K06209) (K04517,K00211)),K14187) (K00832,K00838)	0.333333333	FALSE	K04517	27165;23697	None
104	WATER_Bin_00013	M00118	Glutathione biosynthesis, glutamate => glutathione	Pathway modules	Amino acid metabolism	Other amino acid metabolism	(K11204+K11205,K01919) (K21456,K01920)	1	TRUE	K01920,K01919	23402;1021;63522	None
105	WATER_Bin_00013	M00076	Dermatan sulfate degradation	Pathway modules	Glycan metabolism	Glycosaminoglycan metabolism	#NULL!	0.166666667	FALSE	K01135	38690	'--' steps are assumed incomplete
106	WATER_Bin_00013	M00077	Chondroitin sulfate degradation	Pathway modules	Glycan metabolism	Glycosaminoglycan metabolism	K01135 K01197 K01195 K01132	0.25	FALSE	K01135	38690	None
107	WATER_Bin_00013	M00060	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type	Pathway modules	Glycan metabolism	Lipopolysaccharide metabolism	K00677 K02535 K02536 (K03269,K09949) K00748 K00912 K02527 K02517 K02560	0.444444444	FALSE	K02527,K02536,K03269,K00677	15465;50876;40428;50878	None
108	WATER_Bin_00013	M00866	KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type	Pathway modules	Glycan metabolism	Lipopolysaccharide metabolism	K00677 (K02535,K16363) K02536 (K03269,K09949) K00748 K00912 K02527 K02517 K09778	0.444444444	FALSE	K02527,K02536,K03269,K00677	15465;50876;40428;50878	None
109	WATER_Bin_00013	M00063	CMP-KDO biosynthesis	Pathway modules	Glycan metabolism	Lipopolysaccharide metabolism	K06041 K01627 K03270 K00979	1	TRUE	K03270,K06041,K01627,K00979	7293;7292;30228;48722	None
110	WATER_Bin_00013	M00064	ADP-L-glycero-D-manno-heptose biosynthesis	Pathway modules	Glycan metabolism	Lipopolysaccharide metabolism	K03271 (K03272,K21344) K03273 (K03272,K21345) K03274	0.2	FALSE	K03271	46155	None
111	WATER_Bin_00013	M00127	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K03148+K03154 K03151 K03150 K03149 K03147 ((K00941 K00788),K14153,K21219) K00946	0.5	FALSE	K00941,K00788,K03147,K00946	18740;21625;42348;18739;55917	None
112	WATER_Bin_00013	M00895	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K03148+K03154 K03151 K03153 K03149 K10810 K03147 K00941 K00788 K00946	0.444444444	FALSE	K00941,K00788,K03147,K00946	18740;21625;42348;18739;55917	None
113	WATER_Bin_00013	M00896	Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K22699 K03147 (K00941 (K00788,K21220),K21219) K00946	0.8	TRUE	K00941,K00788,K03147,K00946	18740;21625;42348;18739;55917	None
114	WATER_Bin_00013	M00897	Thiamine biosynthesis, plants, AIR (+ NAD+) => TMP/thiamine/TPP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K03146 K03147 K14153 K22911 K00949	0.2	FALSE	K03147	42348	None
115	WATER_Bin_00013	M00899	Thiamine salvage pathway, HMP/HET => TMP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K00878 ((K00941 K00788),K14153,K21219)	1	TRUE	K00941,K00788,K00878	18740;21625;18737;18739	None
116	WATER_Bin_00013	M00125	Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	(K01497,K14652) (K01498 K00082,K11752) (K22912,K20860,K20861,K20862,K21063,K21064) (K02858,K14652) K00794 K00793 (K20884 K22949,K11753)	1	TRUE	K00793,K01497,K11753,K14652,K00794,K20862,K11752	28211;32972;12268;25481;54784;48969;55915;42181;48968;35041;54783;55835;42180;44089	None
117	WATER_Bin_00013	M00911	Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K01497 K14654 K14655 -- K02858 K00794 K00793 K00861 K00953	0.333333333	FALSE	K00793,K01497,K00794	28211;32972;12268;54784;55915;42181;48968;44089	'--' steps are assumed incomplete
118	WATER_Bin_00013	M00124	Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K03472 K03473 K00831 K00097 K03474 K00275	0.666666667	FALSE	K00831,K03474,K03473,K00275	23694;54601;57250;50588;50589;49554	None
119	WATER_Bin_00013	M00115	NAD biosynthesis, aspartate => quinolinate => NAD	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	(K00278,K06989) K03517 K00767 (K00969,K06210) (K01916,K01950)	0.8	TRUE	K00278,K00969,K01916,K03517	26681;5380;42510;57038	None
120	WATER_Bin_00013	M00912	NAD biosynthesis, tryptophan => quinolinate => NAD	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	(K00453,K00463) (K01432,K14263,K07130) K00486 K01556 K00452 K00767 (K00969,K06210) (K01916,K01950)	0.25	FALSE	K00969,K01916	5380;42510	None
121	WATER_Bin_00013	M00119	Pantothenate biosynthesis, valine/L-aspartate => pantothenate	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K00826 K00606 K00077 K01579 (K01918,K13799)	0.8	TRUE	K01918,K00606,K00826,K01579	19493;19492;13576;48422;62879;34619;50926	None
122	WATER_Bin_00013	M00913	Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K00606 K00077 K13367 K00128 K01918	0.4	FALSE	K01918,K00606	19493;19492;48422;62879	None
123	WATER_Bin_00013	M00120	Coenzyme A biosynthesis, pantothenate => CoA	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	(K00867,K03525,K01947,K09680) ((K01922,K21977) K01598,K13038) (K02318,(K00954,K02201) K00859)	1	TRUE	K00954,K00859,K13038,K03525	7515;58982;58212;43451;60276	None
124	WATER_Bin_00013	M00914	Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K00606 K00077 K06982 K09722 K13038 K02201 K09735	0.285714286	FALSE	K00606,K13038	19492;58212;48422;62879	None
125	WATER_Bin_00013	M00572	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K02169 (K00647,K09458) K00059 K02372 K00208 (K02170,K09789,K19560,K19561)	0.5	FALSE	K09458,K00647,K02372,K00059	4110;51231;50877;4112	None
126	WATER_Bin_00013	M00123	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K00652 ((K00833,K19563) K01935,K19562) K01012	0.25	FALSE	K00833	31737;31738	None
127	WATER_Bin_00013	M00577	Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K01906 K00652 (K00833,K19563) K01935 K01012	0.2	FALSE	K00833	31737;31738	None
128	WATER_Bin_00013	M00126	Tetrahydrofolate biosynthesis, GTP => THF	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	(K01495,K09007,K22391) (K01077,K01113,(K08310,K19965)) ((K13939,(K13940,K01633 K00950) K00796),(K01633 K13941)) (K11754,K20457) (K00287,K13998)	0.571428571	FALSE	K00287,K00796,K00950,K01495,K22391	23313;47390;39083;48423;62880;49861;62934;63345	None
129	WATER_Bin_00013	M00840	Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K14652 K22100 -- K01633 K13941 K22099 K00287	0.285714286	FALSE	K00287,K14652	23313;47390;48969;42180	'--' steps are assumed incomplete
130	WATER_Bin_00013	M00841	Tetrahydrofolate biosynthesis, mediated by PTPS, GTP => THF	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K01495 K22101 K13941 K11754 K13998	0.2	FALSE	K01495	49861	None
131	WATER_Bin_00013	M00842	Tetrahydrobiopterin biosynthesis, GTP => BH4	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K01495 K01737 K00072	0.666666667	FALSE	K01737,K01495	55826;50847;49861	None
132	WATER_Bin_00013	M00843	L-threo-Tetrahydrobiopterin biosynthesis, GTP => L-threo-BH4	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K01495 K01737 K17745	0.666666667	FALSE	K01737,K01495	55826;50847;49861	None
133	WATER_Bin_00013	M00880	Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	((K03639 K03637),K20967) (K03635,K21142) (((K03831,K03638) K03750),K15376)	0.6	FALSE	K03638,K03750,K03639	8254;10754;59825;59826;21501	None
134	WATER_Bin_00013	M00140	C1-unit interconversion, prokaryotes	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K00600 (K01491,(K00300 K01500)) K01938	0.333333333	FALSE	K00600	54781	None
135	WATER_Bin_00013	M00141	C1-unit interconversion, eukaryotes	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K00600 (K00288,(K13403 K13402))	0.5	FALSE	K00600	54781	None
136	WATER_Bin_00013	M00846	Siroheme biosynthesis, glutamyl-tRNA => siroheme	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K02492 K01845 K01698 K01749 (K01719,K13542,K13543) (K02302,(K00589,K02303,K02496,K13542,K13543)+K02304-K03794)	1	TRUE	K02496,K02492,K01845,K01719,K01749,K01698,K02304	24079;8357;12377;21624;24078;60336;59263;57560;62932	None
137	WATER_Bin_00013	M00868	Heme biosynthesis, animals and fungi, glycine => heme	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K00643 K01698 K01749 K01719 K01599 K00228 K00231 K01772	0.75	TRUE	K01719,K01772,K01599,K01749,K01698,K00228	24078;49230;44287;60336;57560;46325;58663;8304	None
138	WATER_Bin_00013	M00121	Heme biosynthesis, plants and bacteria, glutamate => heme	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K01885 K02492 K01845 K01698 K01749 (K01719,K13542,K13543) K01599 (K00228,K02495) (K00230,K00231,K08973) K01772	0.8	TRUE	K02495,K02492,K01845,K01719,K01772,K01599,K01749,K01698,K00228	29147;8357;12377;21624;24078;49230;44287;54902;60336;59263;57560;46325;58663;8304	None
139	WATER_Bin_00013	M00926	Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K02492 K01845 K01698 K01749 (K01719,K13542) K01599 K00231 K01772 K00435	0.777777778	TRUE	K02492,K01845,K01719,K01772,K01599,K01749,K01698	8357;12377;21624;24078;49230;44287;60336;59263;57560;8304	None
140	WATER_Bin_00013	M00924	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	(K02302,(K02303,K13542) K02304) (K02190,K03795,K22011) K03394 (K05934,K13541,K21479) K05936 (K02189,K13541) K02188 K05895 (K02191 K03399,K00595) K06042 K02224	0.166666667	FALSE	K02224,K02304	57872;62932	None
141	WATER_Bin_00013	M00925	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	(K02303,K13542) (K03394,K13540) K02229 (K05934,K13540,K13541) K05936 K02228 K05895 K00595 K06042 K02224 K02230+K09882+K09883	0.090909091	FALSE	K02224	57872	None
142	WATER_Bin_00013	M00122	Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	(K00798,K19221) K02232 (K02225,K02227) K02231 K00768 (K02226,K22316) K02233	0.142857143	FALSE	K02232	62931	None
143	WATER_Bin_00013	M00117	Ubiquinone biosynthesis, prokaryotes, chorismate (+ polyprenyl-PP) => ubiquinol	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	(K03181,K18240) K03179 (K03182+K03186) K18800 K00568 K03185 K03183 K03184 K00568	0.333333333	FALSE	K03179,K03183,K03182,K03186	16569;20917;48749;42336;615;5776;26543	None
144	WATER_Bin_00013	M00116	Menaquinone biosynthesis, chorismate (+ polyprenyl-PP) => menaquinol	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K02552 K02551 K08680 K02549 K01911 K01661 K19222 K02548 K03183	0.222222222	FALSE	K03183,K02548	20917;42336;33072	None
145	WATER_Bin_00013	M00095	C5 isoprenoid biosynthesis, mevalonate pathway	Pathway modules	Biosynthesis of terpenoids and polyketides	Terpenoid backbone biosynthesis	K00626 K01641 K00021 K00869 (K00938,K13273) K01597 K01823	0.714285714	FALSE	K00021,K01641,K00626,K00869,K01597	30588;17295;15721;24839;24840;30590;32053;39308	None
146	WATER_Bin_00013	M00849	C5 isoprenoid biosynthesis, mevalonate pathway, archaea	Pathway modules	Biosynthesis of terpenoids and polyketides	Terpenoid backbone biosynthesis	K00626 K01641 (K00021,K00054) ((K00869 K17942),(K18689 K18690 K22813)) K06981 K01823	0.571428571	FALSE	K00021,K01641,K00626,K00869	30588;17295;15721;24839;24840;30590;32053	None
147	WATER_Bin_00013	M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway	Pathway modules	Biosynthesis of terpenoids and polyketides	Terpenoid backbone biosynthesis	K01662 K00099 (K00991,K12506) K00919 (K01770,K12506) K03526 K03527 K01823	0.125	FALSE	K01662	44088	None
148	WATER_Bin_00013	M00364	C10-C20 isoprenoid biosynthesis, bacteria	Pathway modules	Biosynthesis of terpenoids and polyketides	Terpenoid backbone biosynthesis	K01823 (K00795,K13789,K13787)	0.5	FALSE	K13789,K00795	44087	None
149	WATER_Bin_00013	M00366	C10-C20 isoprenoid biosynthesis, plants	Pathway modules	Biosynthesis of terpenoids and polyketides	Terpenoid backbone biosynthesis	K01823 K14066 K00787 K13789	0.25	FALSE	K13789	44087	None
150	WATER_Bin_00013	M00778	Type II polyketide backbone biosynthesis, acyl-CoA + malonyl-CoA => polyketide	Pathway modules	Biosynthesis of terpenoids and polyketides	Type II polyketide biosynthesis	K05551+K05552+K05553 -K12420 ((K05554,K14249,K15884,K15885) (K05555,K14250),K15886)	0.333333333	FALSE	K05555	54644;60091;34351;57620	No KOfam profile for K14249,No KOfam profile for K15886
